wallet_address,rank,first_timestamp,last_timestamp,transactions,amount_btc,balance_btc,total_fee,first_block,last_block,last_updated,price_usd,transaction_value_usd,transaction_type,portfolio_pct,timestamp
bc1qa2eu6p5rl9255e3xz7fcgm6snn4wl5kdfh7zpt05qp5fad9dmsys0qjg0e,2.0,2024-06-30 06:14:06,2024-06-30 06:14:06,ed7a72052edf1ddccbf588f3ecc3e6464115f5fa3bb01359d7a35ce3e7affad9,0.002,0.002,2.58e-05,850077,850077,2025-02-08 21:18:10.550116,62867.0,125.73400000000001,buy,100.0,2024-06-30
bc1qa2eu6p5rl9255e3xz7fcgm6snn4wl5kdfh7zpt05qp5fad9dmsys0qjg0e,2.0,2024-07-02 02:58:50,2024-07-02 02:58:50,2ebea1b5f8ebada80be2f1b7b4ab5caa6135b84bbb78e990ed7fa16c5d8e35cc,-0.000523,0.001477,2.3e-05,850318,850318,2025-02-08 21:18:10.550116,62219.0,-32.540537,sell,35.409614082599866,2024-07-02
bc1qa2eu6p5rl9255e3xz7fcgm6snn4wl5kdfh7zpt05qp5fad9dmsys0qjg0e,2.0,2024-07-15 14:13:44,2024-07-15 14:13:44,dfb2da9974a9e3780735d2765c4d1fe89aac664bf83759e83d06eaa4e352af9a,-0.00063,0.000847,3e-05,852316,852316,2025-02-08 21:18:10.550116,64882.0,-40.87566,sell,74.38016528925621,2024-07-15
bc1qa2eu6p5rl9255e3xz7fcgm6snn4wl5kdfh7zpt05qp5fad9dmsys0qjg0e,2.0,2024-07-31 16:26:55,2024-07-31 16:26:55,76d4363c1c5180b8daadd2001580f9dc299944e5430291be027a3605fe8f48fe,-1.99e-05,0.0008271,1.99e-05,854826,854826,2025-02-08 21:18:10.550116,64724.0,-1.2880076,sell,2.405996856486519,2024-07-31
bc1qa2eu6p5rl9255e3xz7fcgm6snn4wl5kdfh7zpt05qp5fad9dmsys0qjg0e,2.0,2024-08-14 13:29:00,2024-08-14 13:29:00,0ece9b1244942c38f97901a5cb5d2c1f0bc52c4be6d8e1ee5b1984e23ef6382f,88.0,88.0008271,0.00024747,856748,856748,2025-02-08 21:18:10.550116,58777.0,5172376.0,buy,99.99906012247015,2024-08-14
bc1qa2eu6p5rl9255e3xz7fcgm6snn4wl5kdfh7zpt05qp5fad9dmsys0qjg0e,2.0,2024-09-13 02:45:01,2024-09-13 02:45:01,edbc32f25c6fe8b3902de46c586b7f21238beec32bbf63a58e535fd37dce3850,6157.965828,6245.9666551,4.04e-05,861092,861092,2025-02-08 21:18:10.550116,60645.0,373449837.63906,buy,98.5910775391645,2024-09-13
bc1qa2eu6p5rl9255e3xz7fcgm6snn4wl5kdfh7zpt05qp5fad9dmsys0qjg0e,2.0,2024-10-04 05:42:09,2024-10-04 09:21:31,"e42160ccc61817c0ef2a20f3b0706fb7a2d81d4480423d523756d90d21c14aba,532a33585fb1c8b4203f4a06a27fabbffb8288165baa3ab803f2ed317d217854,d88471e4ab31f6c16255e158def5210400952a6bb858ad4f8c1491cf20e85257",3000.01,9245.9766551,0.0013893,864078,864095,2025-02-08 21:18:10.550116,62191.0,186573621.91,buy,32.446653413787516,2024-10-04
bc1qa2eu6p5rl9255e3xz7fcgm6snn4wl5kdfh7zpt05qp5fad9dmsys0qjg0e,2.0,2024-10-14 08:45:41,2024-10-14 08:45:41,6cfde4b83c2bae5df8911f8612e6455deca30b0bd51227fbe9a4c1a31d47795a,200.0,9445.9766551,0.00064828,865576,865576,2025-02-08 21:18:10.550116,66179.0,13235800.0,buy,2.1173035600508023,2024-10-14
bc1qa2eu6p5rl9255e3xz7fcgm6snn4wl5kdfh7zpt05qp5fad9dmsys0qjg0e,2.0,2024-10-15 03:18:40,2024-10-15 03:18:40,cf2753e3d7a880f0eff8b85e0ec033b73f79f510b92995109b276fa21c91abd4,500.0,9945.9766551,0.0003342,865689,865689,2025-02-08 21:18:10.550116,67123.0,33561500.0,buy,5.027158391163274,2024-10-15
bc1qa2eu6p5rl9255e3xz7fcgm6snn4wl5kdfh7zpt05qp5fad9dmsys0qjg0e,2.0,2024-10-17 12:49:44,2024-10-17 12:49:44,5ffe39dcdfe082d09e5be14d7023df6e41561804e94f5ddf0c9fcc04cceef2b0,1000.0,10945.9766551,0.0186225,866051,866051,2025-02-08 21:18:10.550116,67453.0,67453000.0,buy,9.135776838461238,2024-10-17
